system_id,family,dimension,condition_exponent,epsilon,seed,condition2_j,condition2_guarded,backward_error_j,backward_error_guarded,forward_bound_j,forward_bound_guarded,U_direct,relative_uncertainty,eta_stable_binary64,wp27_style_label,z_binary64_hex,zg_binary64_hex,delta_direct_hex,delta_stable_hex,finite
SPD_D04_C08_E1eM16,SPD,4,8,1e-16,7859999646374053765,100000808.10280338,100000807.10279125,4.2362868126435876e-17,3.309599078444658e-19,4.236321064142496e-09,3.309625790420735e-11,4.3119046177905235e-09,4.269421762855081e-09,4.9673665560770976e-09,TRANSITION,"[""0x1.3333333333332p-2"", ""0x1.999999999999ap-3"", ""0x1.9999999999999p-1"", ""0x1.fffffffffff64p-2""]","[""0x1.333333333328dp-2"", ""0x1.9999999999f1cp-3"", ""0x1.99999998d39cep-1"", ""0x1.ffffffa9d3724p-2""]","[""-0x1.4a00000000000p-47"", ""0x1.6080000000000p-45"", ""-0x1.8bf9600000000p-34"", ""-0x1.58b2100000000p-28""]","[""-0x1.4ce7991f17360p-47"", ""0x1.60be91cb6a2acp-45"", ""-0x1.8bf8e59daa3bcp-34"", ""-0x1.58b22a4028cf6p-28""]",True
SPD_D04_C08_E1eM15,SPD,4,8,1e-15,1042522876978159422,100000505.07129797,100000495.07120813,0.0,8.895698868877727e-19,0.0,8.895742909712931e-11,3.445478383843682e-11,8.89618693356282e-11,2.5988509347563977e-08,OBSERVABLE,"[""0x1.999999999999ap-4"", ""-0x1.999999999999ap-3"", ""0x1.3333333333334p-2"", ""-0x1.9999999999961p-4""]","[""0x1.9999999999308p-4"", ""-0x1.9999999998d23p-3"", ""0x1.3333332db360fp-2"", ""-0x1.999996e644672p-4""]","[""-0x1.a480000000000p-46"", ""0x1.8ee0000000000p-44"", ""-0x1.5ff4940000000p-32"", ""0x1.59aa977800000p-27""]","[""-0x1.a453d60db3611p-46"", ""0x1.8ef019cb5b036p-44"", ""-0x1.5ff48b9af08f2p-32"", ""0x1.59aa967a866adp-27""]",True
SPD_D04_C08_E1eM14,SPD,4,8,1e-14,5790930347405176283,100000505.0611039,100000405.0602958,3.7000637490685656e-19,4.736221484954748e-17,3.7000824367882877e-11,4.736240691939481e-09,4.161218840998618e-09,4.773245371018535e-09,3.4259654307175567e-07,OBSERVABLE,"[""-0x1.3333333333333p-2"", ""-0x1.3333333333333p-2"", ""0x1.666666666666cp-1"", ""-0x1.33333333332ffp-2""]","[""-0x1.3333333331968p-2"", ""-0x1.3333333337836p-2"", ""0x1.6666662f67bf8p-1"", ""-0x1.33331f294a025p-2""]","[""0x1.9cb0000000000p-42"", ""-0x1.140c000000000p-40"", ""-0x1.b7f53a0000000p-28"", ""0x1.409e92da00000p-22""]","[""0x1.9cc22b0073804p-42"", ""-0x1.140e339709eacp-40"", ""-0x1.b7f53a0488506p-28"", ""0x1.409e931fdc166p-22""]",True
SPD_D04_C08_E1eM12,SPD,4,8,1e-12,17851839345312994769,100000404.08038789,99990405.03997995,4.928631988119768e-23,4.037553904116033e-19,4.928651903755048e-15,4.0371665025961325e-11,3.9358364724554737e-11,4.0380830180865117e-11,2.053767033507834e-05,OBSERVABLE,"[""-0x1.999999999999ap-4"", ""-0x1.3333333333332p-2"", ""-0x1.cccccccccccccp-1"", ""-0x1.99999999999dap-3""]","[""-0x1.999999999e85ep-4"", ""-0x1.333333367675bp-2"", ""-0x1.ccccae9959d1dp-1"", ""-0x1.998f1d982c3d5p-3""]","[""-0x1.3b10000000000p-42"", ""-0x1.a1a1480000000p-33"", ""0x1.e3372faf00000p-21"", ""0x1.4f802dac0a000p-16""]","[""-0x1.3b102e1e778d7p-42"", ""-0x1.a1a14c7121095p-33"", ""0x1.e3372fae7f9c0p-21"", ""0x1.4f802dabdefdcp-16""]",True
SPD_D04_C08_E1eM8,SPD,4,8,1e-8,18178684608654090320,100000202.07031414,50000076.27269201,7.484860412642566e-22,0.0,7.484875537324075e-14,0.0,1.077133705134804e-13,7.897927517514029e-14,0.29346095923168536,OBSERVABLE,"[""-0x1.ccccccccccccdp-1"", ""-0x1.0000000000000p-1"", ""-0x1.99999999999b0p-2"", ""-0x1.999999999994cp-1""]","[""-0x1.ccccafec50a03p-1"", ""-0x1.fffdffb3fc42ep-2"", ""-0x1.9523c533be425p-2"", ""-0x1.9964347fef56fp-2""]","[""0x1.ce07c2ca00000p-21"", ""0x1.002601de90000p-17"", ""0x1.1d751976d62c0p-8"", ""0x1.99cefeb343d29p-2""]","[""0x1.ce07c2cb6579dp-21"", ""0x1.002601de9705ap-17"", ""0x1.1d751976d62d5p-8"", ""0x1.99cefeb343e41p-2""]",True
SPD_D04_C10_E1eM16,SPD,4,10,1e-16,17175772012787490183,10000000101.010805,9999990101.020704,5.812393374918697e-21,1.9376750498769604e-21,5.81239343396799e-11,1.937673131813986e-11,8.128803487610448e-11,7.750510020764945e-11,5.720730342102787e-07,OBSERVABLE,"[""0x1.6666666666666p-1"", ""0x1.999999999999bp-2"", ""0x1.3333333333333p-2"", ""-0x1.3333333333926p-1""]","[""0x1.6666666666aa4p-1"", ""0x1.99999999b25c6p-2"", ""0x1.33333332af6f3p-2"", ""-0x1.33331f1147bc2p-1""]","[""0x1.0f80000000000p-43"", ""0x1.8c2b000000000p-38"", ""-0x1.0788000000000p-35"", ""0x1.421ebd6400000p-21""]","[""0x1.0f52ee06973f6p-43"", ""0x1.8c2a3a5709944p-38"", ""-0x1.0787e81a20777p-35"", ""0x1.421eb87475955p-21""]",True
SPD_D04_C10_E1eM15,SPD,4,10,1e-15,13107492549044360932,10000000801.081837,9999900802.069826,3.241999163676877e-17,3.00908294641097e-21,3.242000474443908e-07,3.009053097021513e-11,3.931081559674775e-07,3.2423014238351066e-07,3.298289184686806e-06,OBSERVABLE,"[""-0x1.0000000000000p-1"", ""-0x1.ccccccccccccdp-1"", ""-0x1.0000000000004p-1"", ""-0x1.9999999999d16p-2""]","[""-0x1.0000000000e17p-1"", ""-0x1.ccccccccb7ae2p-1"", ""-0x1.0000000297328p-1"", ""-0x1.99988d3bf03e1p-2""]","[""-0x1.c2e0000000000p-42"", ""0x1.51eb000000000p-37"", ""-0x1.4b99200000000p-32"", ""0x1.0c5da99350000p-18""]","[""-0x1.c2e9c5fb21989p-42"", ""0x1.51eab942028a3p-37"", ""-0x1.4b996cb08f9d4p-32"", ""0x1.0c5da9b69f6e7p-18""]",True
SPD_D04_C10_E1eM14,SPD,4,10,1e-14,3017150107056477270,10000000403.882431,9999000503.791746,0.0,1.2655096295004423e-23,0.0,1.2653831422929828e-13,1.560787658455407e-13,1.3097839072352683e-13,2.516520885511335e-05,OBSERVABLE,"[""-0x1.ccccccccccccdp-1"", ""0x1.3333333333333p-1"", ""0x1.999999999999bp-2"", ""-0x1.3333333333fa9p-2""]","[""-0x1.ccccccccd9f81p-1"", ""0x1.33333337cd4c5p-1"", ""0x1.999999bc1fbebp-2"", ""-0x1.332b56c097e5ap-2""]","[""-0x1.a568000000000p-38"", ""0x1.2686480000000p-31"", ""0x1.1431280000000p-29"", ""0x1.f71ca7053c000p-16""]","[""-0x1.a5685514c2fd2p-38"", ""0x1.2686486710318p-31"", ""0x1.14312828938cfp-29"", ""0x1.f71ca6baa4b05p-16""]",True
SPD_D04_C10_E1eM12,SPD,4,10,1e-12,3770731004481436651,10000000005.000195,9900990103.960703,5.592931036838945e-24,7.169997772228597e-22,5.592931039635833e-14,7.0990076988759584e-12,6.310303260465476e-12,7.1450114603127944e-12,0.00448434362610969,OBSERVABLE,"[""0x1.3333333333334p-2"", ""-0x1.6666666666667p-1"", ""-0x1.9999999999973p-3"", ""0x1.9999999999a29p-2""]","[""0x1.3333333a114d9p-2"", ""-0x1.666664d611b0ep-1"", ""-0x1.99997ec1dd864p-3"", ""0x1.958b634a24765p-2""]","[""0x1.b786940000000p-32"", ""0x1.9054b59000000p-25"", ""0x1.ad7bc10f00000p-23"", ""-0x1.038d93dd4b100p-8""]","[""0x1.b7869a6fc59d1p-32"", ""0x1.9054b59021f6ep-25"", ""0x1.ad7bc119796d8p-23"", ""-0x1.038d93dd537f1p-8""]",True
SPD_D04_C10_E1eM8,SPD,4,10,1e-8,2623794382600541620,10000000402.04082,99009905.9509932,3.8830440962497715e-17,1.2983680455556778e-20,3.883045760167847e-07,1.2855129808040777e-12,3.9978486165365395e-07,3.883053841086283e-07,0.7693512527495012,OBSERVABLE,"[""0x1.9999999999998p-2"", ""-0x1.99999999999a1p-4"", ""-0x1.0000000000000p-1"", ""0x1.9999999999c11p-1""]","[""0x1.9999a0f255cb5p-2"", ""-0x1.9981a09e4354cp-4"", ""-0x1.faedfcddfcd07p-2"", ""0x1.0384c9885f854p-7""]","[""0x1.d62f0c7400000p-24"", ""0x1.7f8fb56455000p-16"", ""0x1.4480c880cbe40p-8"", ""-0x1.958b867378430p-1""]","[""0x1.d62f0c697a1a3p-24"", ""0x1.7f8fb5644eeb6p-16"", ""0x1.4480c880cbf0bp-8"", ""-0x1.958b867378420p-1""]",True
SPD_D08_C02_E1eM16,SPD,8,2,1e-16,1342461325665898416,106.93092082330782,106.93092082330624,3.697300935552692e-17,5.228813013976705e-17,3.9535579359952836e-15,5.591217903974194e-15,2.525178090855349e-14,1.3985667938470056e-14,7.674083277694362e-15,RESOLUTION_LIMITED,"[""0x1.999999999999ap-3"", ""0x1.0000000000000p-1"", ""-0x1.9999999999999p-1"", ""0x1.3333333333334p-1"", ""-0x1.999999999999cp-2"", ""0x1.cccccccccccccp-1"", ""-0x1.3333333333333p-1"", ""0x1.999999999999bp-1""]","[""0x1.9999999999998p-3"", ""0x1.ffffffffffffep-2"", ""-0x1.9999999999999p-1"", ""0x1.3333333333334p-1"", ""-0x1.9999999999954p-2"", ""0x1.ccccccccccc7ap-1"", ""-0x1.33333333332fep-1"", ""0x1.9999999999953p-1""]","[""-0x1.0000000000000p-54"", ""-0x1.0000000000000p-53"", ""0x0.0p+0"", ""0x0.0p+0"", ""0x1.2000000000000p-48"", ""-0x1.4800000000000p-47"", ""0x1.a800000000000p-48"", ""-0x1.2000000000000p-47""]","[""-0x1.33db7c48b2cb5p-55"", ""-0x1.de6f1e37ccdc8p-55"", ""0x1.3371f7cfe2371p-54"", ""-0x1.30f92f47fa46cp-54"", ""0x1.1b6974bf4e6bbp-48"", ""-0x1.3e85bea320702p-47"", ""0x1.ab88c80feece0p-48"", ""-0x1.1e4a9a4c91e6dp-47""]",True
SPD_D08_C02_E1eM15,SPD,8,2,1e-15,11984414969320672532,107.809500260927,107.80950026091614,5.048864716951658e-17,7.841276256334856e-17,5.443155820195879e-15,8.453640746032552e-15,2.47388945292106e-14,1.8337688664728414e-14,7.775652097276498e-14,TRANSITION,"[""-0x1.3333333333333p-1"", ""0x1.3333333333333p-2"", ""-0x1.9999999999999p-3"", ""0x1.ffffffffffffep-2"", ""0x1.3333333333332p-2"", ""-0x1.6666666666666p-1"", ""-0x1.9999999999998p-4"", ""-0x1.6666666666666p-1""]","[""-0x1.333333333332ep-1"", ""0x1.333333333332cp-2"", ""-0x1.9999999999995p-3"", ""0x1.ffffffffffff0p-2"", ""0x1.3333333333109p-2"", ""-0x1.66666666663ecp-1"", ""-0x1.9999999999784p-4"", ""-0x1.66666666663e5p-1""]","[""0x1.4000000000000p-51"", ""-0x1.c000000000000p-52"", ""0x1.0000000000000p-53"", ""-0x1.c000000000000p-51"", ""-0x1.1480000000000p-45"", ""0x1.3d00000000000p-44"", ""0x1.0a00000000000p-47"", ""0x1.4080000000000p-44""]","[""0x1.22844e4114a55p-51"", ""-0x1.7f8f2cd38b928p-52"", ""0x1.087c3f3226d25p-53"", ""-0x1.9a7aea0b04596p-51"", ""-0x1.1551135ea6f5dp-45"", ""0x1.3cc2220c30e84p-44"", ""0x1.0ad6f6a5e178fp-47"", ""0x1.4024e9a0062b3p-44""]",True
SPD_D08_C02_E1eM14,SPD,8,2,1e-14,17951608882493264060,106.99183523140333,106.9918352312938,5.6060633674407694e-18,4.4489063438398283e-17,5.998030081060292e-16,4.759966544995709e-15,1.5214718361833952e-14,9.800661651597734e-15,8.130952218524192e-13,OBSERVABLE,"[""0x1.999999999999ap-4"", ""-0x1.999999999999ap-4"", ""-0x1.9999999999999p-2"", ""0x1.9999999999999p-1"", ""0x1.6666666666667p-1"", ""0x1.ccccccccccccep-1"", ""0x1.9999999999998p-3"", ""-0x1.0000000000001p-1""]","[""0x1.9999999999982p-4"", ""-0x1.999999999998fp-4"", ""-0x1.999999999995fp-2"", ""0x1.999999999995ap-1"", ""0x1.6666666664d4dp-1"", ""0x1.cccccccccacfdp-1"", ""0x1.9999999998008p-3"", ""-0x1.fffffffffddf6p-2""]","[""-0x1.8000000000000p-52"", ""0x1.6000000000000p-53"", ""0x1.d000000000000p-49"", ""-0x1.f800000000000p-48"", ""-0x1.91a0000000000p-41"", ""-0x1.fd10000000000p-41"", ""-0x1.9900000000000p-43"", ""0x1.1060000000000p-41""]","[""-0x1.7fdb486ddf547p-52"", ""0x1.3a5dd75d66c0ap-53"", ""0x1.d9cfabf5ccf27p-49"", ""-0x1.f18406b083b80p-48"", ""-0x1.91948d2e1b508p-41"", ""-0x1.fcfa9d9770753p-41"", ""-0x1.990c6c918fc38p-43"", ""0x1.10480bc42112ap-41""]",True
SPD_D08_C02_E1eM12,SPD,8,2,1e-12,17607056763644691582,107.3996383265486,107.39963831539639,3.9089546636660036e-17,5.484875708914731e-17,4.198203171126059e-15,5.890736673423489e-15,2.2742784347943826e-14,1.452983194274875e-14,6.042586870239996e-11,OBSERVABLE,"[""-0x1.ccccccccccccdp-1"", ""0x1.999999999999bp-4"", ""0x1.6666666666667p-1"", ""-0x1.0000000000000p-1"", ""-0x1.999999999999ap-2"", ""0x1.3333333333334p-1"", ""0x1.999999999999ap-4"", ""-0x1.3333333333333p-1""]","[""-0x1.ccccccccca716p-1"", ""0x1.99999999950e2p-4"", ""0x1.6666666664baap-1"", ""-0x1.fffffffffd259p-2"", ""-0x1.99999998f0309p-2"", ""0x1.33333332ad272p-1"", ""0x1.99999998f402cp-4"", ""-0x1.33333332ae3fdp-1""]","[""0x1.2db8000000000p-40"", ""-0x1.22e4000000000p-42"", ""-0x1.abd0000000000p-41"", ""0x1.6d38000000000p-41"", ""0x1.52d2200000000p-35"", ""-0x1.0c18400000000p-34"", ""-0x1.4b2dc00000000p-37"", ""0x1.09e6c00000000p-34""]","[""0x1.2db187c912227p-40"", ""-0x1.22dbadffd5735p-42"", ""-0x1.abb0986c2c6a4p-41"", ""0x1.6d2e3d6cf3858p-41"", ""0x1.52d2345b3e528p-35"", ""-0x1.0c17f54143543p-34"", ""-0x1.4b2d9ad4416cfp-37"", ""0x1.09e6abe27d799p-34""]",True
SPD_D08_C02_E1eM8,SPD,8,2,1e-8,827968943530373870,106.3569157994622,106.35680696103981,4.416207131333909e-17,1.5612992852945133e-17,4.696941700202673e-15,1.6605480669447824e-15,1.6623894598395806e-14,1.0798379930422935e-14,6.959912210842691e-07,OBSERVABLE,"[""-0x1.999999999999ap-1"", ""0x1.999999999999ap-3"", ""0x1.6666666666667p-1"", ""-0x1.9999999999999p-4"", ""-0x1.cccccccccccccp-1"", ""-0x1.3333333333333p-2"", ""0x1.0000000000000p-1"", ""0x1.999999999999ap-3""]","[""-0x1.9999994603758p-1"", ""0x1.99999976bfcf9p-3"", ""0x1.66666625fbda0p-1"", ""-0x1.999999c40ec24p-4"", ""-0x1.ccccaf0514b19p-1"", ""-0x1.333320289da5cp-2"", ""0x1.ffffdebeb689ap-2"", ""0x1.999980cdc4c57p-3""]","[""0x1.4e58908000000p-27"", ""-0x1.16ce508000000p-30"", ""-0x1.01aa31c000000p-27"", ""-0x1.53a9458000000p-31"", ""0x1.dc7b81b300000p-21"", ""0x1.30a958d700000p-22"", ""-0x1.0a0a4bb300000p-21"", ""-0x1.8cbd4d4300000p-23""]","[""0x1.4e5890657cef2p-27"", ""-0x1.16ce5146acc99p-30"", ""-0x1.01aa31c5950b2p-27"", ""-0x1.53a943c7280c3p-31"", ""0x1.dc7b81b4254ccp-21"", ""0x1.30a958d662958p-22"", ""-0x1.0a0a4bb369380p-21"", ""-0x1.8cbd4d4451dd8p-23""]",True
SPD_D08_C04_E1eM16,SPD,8,4,1e-16,12403419548012470609,10408.249890485036,10408.24989047445,8.226256462153256e-18,8.230564530772494e-18,8.562093292131578e-14,8.566577237596305e-14,1.8597260848002332e-13,1.757275973957584e-13,4.868582177732875e-13,TRANSITION,"[""0x1.3333333333333p-1"", ""0x1.999999999999bp-4"", ""0x1.9999999999998p-2"", ""0x1.999999999999ap-2"", ""-0x1.9999999999998p-4"", ""0x1.9999999999998p-2"", ""-0x1.0000000000001p-1"", ""0x1.999999999998bp-4""]","[""0x1.3333333333334p-1"", ""0x1.9999999999992p-4"", ""0x1.9999999999940p-2"", ""0x1.9999999999953p-2"", ""-0x1.9999999999921p-4"", ""0x1.999999999994bp-2"", ""-0x1.fffffffffdc92p-2"", ""0x1.9999999997abep-4""]","[""0x1.0000000000000p-53"", ""-0x1.2000000000000p-53"", ""-0x1.6000000000000p-48"", ""-0x1.1c00000000000p-48"", ""0x1.dc00000000000p-50"", ""-0x1.3400000000000p-48"", ""0x1.1b80000000000p-41"", ""-0x1.ecd0000000000p-44""]","[""0x1.233306d891e70p-57"", ""-0x1.242038df35f8fp-53"", ""-0x1.691bf337470b2p-48"", ""-0x1.1c3fcab384df0p-48"", ""0x1.e754d23d61430p-50"", ""-0x1.3321667a64ac4p-48"", ""0x1.1b62c4eb7a7ecp-41"", ""-0x1.ed7d611fd3a1cp-44""]",True
SPD_D08_C04_E1eM15,SPD,8,4,1e-15,6344531904647166480,10202.132668127006,10202.132668023978,5.32076879205209e-17,3.762728325302348e-17,5.428318911297476e-13,3.838785356848098e-13,1.815148081866658e-12,9.31151318912041e-13,5.103514243911555e-12,TRANSITION,"[""-0x1.6666666666666p-1"", ""-0x1.6666666666666p-1"", ""0x1.999999999999ap-1"", ""0x1.999999999999ap-3"", ""0x1.3333333333332p-1"", ""0x1.cccccccccccccp-1"", ""0x1.999999999999ep-2"", ""-0x1.ccccccccccccep-1""]","[""-0x1.6666666666653p-1"", ""-0x1.6666666666661p-1"", ""0x1.99999999996cap-1"", ""0x1.99999999998b3p-3"", ""0x1.33333333330e0p-1"", ""0x1.cccccccccc8adp-1"", ""0x1.99999999877b1p-2"", ""-0x1.ccccccccb8e3cp-1""]","[""0x1.3000000000000p-49"", ""0x1.4000000000000p-51"", ""-0x1.6800000000000p-44"", ""-0x1.ce00000000000p-48"", ""-0x1.2900000000000p-44"", ""-0x1.07c0000000000p-43"", ""-0x1.21ed000000000p-38"", ""0x1.3e92000000000p-37""]","[""0x1.37c82007c6b1cp-49"", ""0x1.24e9c65bc3949p-51"", ""-0x1.683aea029dd50p-44"", ""-0x1.ca2232147e4b0p-48"", ""-0x1.296460cc09d50p-44"", ""-0x1.085b882155479p-43"", ""-0x1.21e5b8bb84a70p-38"", ""0x1.3e90a23809a1ep-37""]",True
SPD_D08_C04_E1eM14,SPD,8,4,1e-14,6151836399657006807,10408.179565961214,10408.179564899474,1.137157895364915e-16,8.476155302617135e-17,1.1835743569822579e-12,8.82213464096918e-13,3.5497027986628485e-12,2.0702287131555687e-12,4.9272559597408824e-11,OBSERVABLE,"[""-0x1.ccccccccccccdp-1"", ""-0x1.9999999999998p-1"", ""-0x1.999999999999bp-2"", ""-0x1.6666666666665p-1"", ""-0x1.9999999999999p-4"", ""-0x1.3333333333333p-2"", ""-0x1.6666666666667p-1"", ""-0x1.fffffffffffffp-2""]","[""-0x1.ccccccccccbf9p-1"", ""-0x1.9999999999a1cp-1"", ""-0x1.9999999997e21p-2"", ""-0x1.6666666664809p-1"", ""-0x1.999999999aa9ap-4"", ""-0x1.3333333332623p-2"", ""-0x1.66666665ce92ap-1"", ""-0x1.ffffffff29e68p-2""]","[""0x1.a800000000000p-46"", ""-0x1.0800000000000p-46"", ""0x1.b7a0000000000p-42"", ""0x1.e5c0000000000p-41"", ""-0x1.1010000000000p-44"", ""0x1.a200000000000p-43"", ""0x1.2fa7a00000000p-34"", ""0x1.ac32e00000000p-35""]","[""0x1.a479b5ebf4f81p-46"", ""-0x1.0299bce0ffba8p-46"", ""0x1.b7988da74c933p-42"", ""0x1.e5b8269a814c7p-41"", ""-0x1.1002af7710325p-44"", ""0x1.a1e5e38e1aa2fp-43"", ""0x1.2fa7a263c7959p-34"", ""0x1.ac32f91a31910p-35""]",True
SPD_D08_C04_E1eM12,SPD,8,4,1e-12,6126448581146939217,10100.71209613858,10100.711994125984,5.070646883788127e-17,5.110135191103853e-17,5.121714431435237e-13,5.161600381641461e-13,1.4273198165613828e-12,1.0327723728944542e-12,3.0379471904294188e-09,OBSERVABLE,"[""0x1.9999999999999p-4"", ""0x1.9999999999998p-1"", ""-0x1.ccccccccccccep-1"", ""-0x1.ffffffffffffep-2"", ""0x1.999999999999ap-4"", ""0x1.9999999999996p-4"", ""0x1.3333333333334p-2"", ""0x1.3333333333336p-2""]","[""0x1.9999999988c78p-4"", ""0x1.9999999996393p-1"", ""-0x1.cccccccc02ae3p-1"", ""-0x1.ffffffff53a14p-2"", ""0x1.999999993f934p-4"", ""0x1.999999993f011p-4"", ""0x1.333333002e11ep-2"", ""0x1.333333003ddf7p-2""]","[""-0x1.0d21000000000p-40"", ""-0x1.b028000000000p-40"", ""0x1.943d600000000p-34"", ""0x1.58bd400000000p-35"", ""-0x1.6819800000000p-38"", ""-0x1.6a61400000000p-38"", ""-0x1.98290b0000000p-29"", ""-0x1.97aa9f8000000p-29""]","[""-0x1.0d218d32acfe0p-40"", ""-0x1.b0268aadfd2c4p-40"", ""0x1.943d1b07bf069p-34"", ""0x1.58bd63b81b9fap-35"", ""-0x1.681a663bc311ep-38"", ""-0x1.6a62fd87d678cp-38"", ""-0x1.982909d5f3065p-29"", ""-0x1.97aa9cc469d4fp-29""]",True
SPD_D08_C04_E1eM8,SPD,8,4,1e-8,6882152155808678137,10408.284943157896,10407.223289475058,3.999516198256329e-17,1.5626364660168437e-19,4.162810422624479e-13,1.6262706622113522e-15,7.923952054258048e-13,4.2234806358383173e-13,5.97121975658679e-05,OBSERVABLE,"[""-0x1.3333333333334p-1"", ""-0x1.3333333333333p-1"", ""-0x1.6666666666666p-1"", ""0x1.3333333333333p-1"", ""-0x1.6666666666666p-1"", ""0x1.999999999999bp-2"", ""0x1.cccccccccccc9p-1"", ""-0x1.6666666666669p-1""]","[""-0x1.3333331505953p-1"", ""-0x1.33333218f3222p-1"", ""-0x1.66664c407e04fp-1"", ""0x1.33331e7f1a5c4p-1"", ""-0x1.66664a976dbc5p-1"", ""0x1.9999799e5aba4p-2"", ""0x1.ccc1282df7cacp-1"", ""-0x1.665d744972be7p-1""]","[""0x1.e2d9e10000000p-29"", ""0x1.1a40111000000p-25"", ""0x1.a25e861700000p-21"", ""-0x1.4b418d6f00000p-21"", ""0x1.bcef8aa100000p-21"", ""-0x1.ffb3edf700000p-22"", ""-0x1.7493daa03a000p-14"", ""0x1.1e439e7504000p-14""]","[""0x1.e2d9e0bd6a4b3p-29"", ""0x1.1a40111acb2f3p-25"", ""0x1.a25e8617ed22cp-21"", ""-0x1.4b418d6e20371p-21"", ""0x1.bcef8aa1d5a09p-21"", ""-0x1.ffb3edf61794cp-22"", ""-0x1.7493daa04209fp-14"", ""0x1.1e439e750257fp-14""]",True
SPD_D08_C06_E1eM16,SPD,8,6,1e-16,9749276856650741310,1010068.479656907,1010068.4795558995,1.9824600356967862e-19,9.97678205789466e-21,2.0024203942372315e-13,1.007723308407834e-14,3.535398502252472e-13,2.1476016460596928e-13,5.1864974410579774e-11,OBSERVABLE,"[""0x1.6666666666667p-1"", ""0x1.999999999999ap-1"", ""0x1.3333333333333p-1"", ""-0x1.999999999999ap-3"", ""-0x1.3333333333330p-2"", ""0x1.3333333333331p-1"", ""-0x1.33333333333a1p-2"", ""0x1.99999999999a4p-1""]","[""0x1.666666666665ep-1"", ""0x1.9999999999996p-1"", ""0x1.3333333333259p-1"", ""-0x1.9999999999925p-3"", ""-0x1.3333333332e7ep-2"", ""0x1.3333333331e53p-1"", ""-0x1.33333332af89ep-2"", ""0x1.99999998e9c7ep-1""]","[""-0x1.2000000000000p-50"", ""-0x1.0000000000000p-51"", ""-0x1.b400000000000p-46"", ""0x1.d400000000000p-49"", ""0x1.2c80000000000p-44"", ""-0x1.4de0000000000p-41"", ""0x1.0760600000000p-35"", ""-0x1.5fa4c00000000p-34""]","[""-0x1.3e99faa45b87fp-50"", ""-0x1.288acefaacbd3p-51"", ""-0x1.b3e4a6157cab7p-46"", ""0x1.d247e3f7328bdp-49"", ""0x1.2c00b58ae9b0dp-44"", ""-0x1.4de0521533198p-41"", ""0x1.076572ecdebcdp-35"", ""-0x1.5fa5429476131p-34""]",True
SPD_D08_C06_E1eM15,SPD,8,6,1e-15,3433843133086229036,1030460.4989644638,1030460.4979131862,2.148302203025429e-17,1.681549094125352e-19,2.213740560105047e-11,1.7327699167981777e-13,3.625778403892297e-11,2.2315123484788397e-11,4.711888622167496e-10,OBSERVABLE,"[""-0x1.ccccccccccccdp-1"", ""0x1.3333333333334p-2"", ""-0x1.9999999999998p-3"", ""-0x1.3333333333334p-2"", ""-0x1.9999999999999p-1"", ""-0x1.3333333333334p-1"", ""0x1.ffffffffffff1p-2"", ""-0x1.3333333333347p-1""]","[""-0x1.cccccccccccc2p-1"", ""0x1.33333333331a8p-2"", ""-0x1.999999999b608p-3"", ""-0x1.3333333333450p-2"", ""-0x1.999999998a8b2p-1"", ""-0x1.3333333323972p-1"", ""0x1.fffffff7a0e07p-2"", ""-0x1.3333332e20e02p-1""]","[""0x1.6000000000000p-50"", ""-0x1.8c00000000000p-46"", ""-0x1.c700000000000p-43"", ""-0x1.1c00000000000p-46"", ""0x1.e1ce000000000p-38"", ""0x1.f384000000000p-38"", ""-0x1.0be3d40000000p-31"", ""0x1.4495140000000p-31""]","[""0x1.3df29a32e6878p-50"", ""-0x1.8ac17545a9866p-46"", ""-0x1.c6dce1ce5b204p-43"", ""-0x1.1b68e3d3e0931p-46"", ""0x1.e1cbc931b08a8p-38"", ""0x1.f3867d995e101p-38"", ""-0x1.0be402b01fe20p-31"", ""0x1.449473df3a320p-31""]",True
SPD_D08_C06_E1eM14,SPD,8,6,1e-14,15659197735276519911,1020211.1454198685,1020211.1351151813,2.1129578078615898e-19,1.3525826420006086e-17,2.1556631053827918e-13,1.3799198725515736e-11,1.8439386381132535e-11,1.4019205862427414e-11,6.903754744188859e-09,OBSERVABLE,"[""-0x1.6666666666667p-1"", ""-0x1.999999999999ap-3"", ""0x1.3333333333333p-2"", ""0x1.999999999999bp-2"", ""-0x1.9999999999993p-3"", ""0x1.333333333332fp-2"", ""0x1.cccccccccccc7p-1"", ""-0x1.9999999999999p-4""]","[""-0x1.66666666665a4p-1"", ""-0x1.999999999b61ep-3"", ""0x1.3333333339885p-2"", ""0x1.9999999992fa8p-2"", ""-0x1.9999999845b5dp-3"", ""0x1.33333332b662ep-2"", ""0x1.cccccc7f5d4d3p-1"", ""-0x1.9999994eb1a4cp-4""]","[""0x1.8600000000000p-46"", ""-0x1.c840000000000p-43"", ""0x1.9548000000000p-40"", ""-0x1.a7cc000000000p-40"", ""0x1.53e3600000000p-35"", ""-0x1.f340400000000p-36"", ""-0x1.35bdfd0000000p-27"", ""0x1.2b9fd34000000p-30""]","[""0x1.86a74dc93f79dp-46"", ""-0x1.c83345a722769p-43"", ""0x1.954ab17d88e5bp-40"", ""-0x1.a7c596a18492cp-40"", ""0x1.53e39455d951ep-35"", ""-0x1.f3410675f1dc2p-36"", ""-0x1.35bdfc9a61632p-27"", ""0x1.2b9fdcfdeb410p-30""]",True
