system_id,family,dimension,condition_exponent,epsilon,seed,condition2_j,condition2_guarded,backward_error_j,backward_error_guarded,forward_bound_j,forward_bound_guarded,U_direct,relative_uncertainty,eta_stable_binary64,wp27_style_label,z_binary64_hex,zg_binary64_hex,delta_direct_hex,delta_stable_hex,finite
NONSYMMETRIC_D08_C04_E1eM12,NONSYMMETRIC,8,4,1e-12,9553915480070111275,10003.061784764266,10003.061684738343,0.0,2.5711537866559683e-17,0.0,2.5719409928874835e-13,4.908707536150922e-13,2.6163499077189006e-13,4.803406109563654e-09,OBSERVABLE,"[""-0x1.9999999999999p-2"", ""0x1.cccccccccccccp-1"", ""0x1.cccccccccccccp-1"", ""-0x1.9999999999999p-1"", ""0x1.3333333333333p-2"", ""0x1.9999999999999p-2"", ""0x1.999999999999ap-3"", ""-0x1.cccccccccccccp-1""]","[""-0x1.99999999a367dp-2"", ""0x1.cccccccd840d5p-1"", ""0x1.cccccccd25cd4p-1"", ""-0x1.999999982a420p-1"", ""0x1.33333331e06b9p-2"", ""0x1.99999992c0f81p-2"", ""0x1.9999999154132p-3"", ""-0x1.cccccc7f82dfcp-1""]","[""-0x1.39c8000000000p-39"", ""0x1.6e81200000000p-34"", ""0x1.6402000000000p-35"", ""0x1.6f57900000000p-33"", ""-0x1.52c7a00000000p-34"", ""-0x1.b628600000000p-32"", ""-0x1.08b0d00000000p-32"", ""0x1.3527b40000000p-27""]","[""-0x1.39c5b1637df78p-39"", ""0x1.6e812e68da075p-34"", ""0x1.6401ab9998d46p-35"", ""0x1.6f579c21736fbp-33"", ""-0x1.52c79c3944a0bp-34"", ""-0x1.b6285cf44bea0p-32"", ""-0x1.08b0d07d44c52p-32"", ""0x1.3527b3e2b1e21p-27""]",True
NONSYMMETRIC_D08_C04_E1eM8,NONSYMMETRIC,8,4,1e-8,9242205234197731764,10006.361283637947,10005.360631127449,6.51194521503171e-18,9.254310248268538e-18,6.516087648086894e-14,9.259271142627389e-14,2.9419040380957133e-13,1.6219241986571458e-13,4.4312704558746386e-05,OBSERVABLE,"[""-0x1.3333333333333p-2"", ""0x1.ccccccccccccep-1"", ""0x1.0000000000000p-1"", ""-0x1.3333333333333p-1"", ""0x1.6666666666667p-1"", ""-0x1.999999999999ap-4"", ""-0x1.9999999999999p-1"", ""0x1.9999999999999p-1""]","[""-0x1.3333681b8b17fp-2"", ""0x1.ccccaf3ab6203p-1"", ""0x1.00000d310a475p-1"", ""-0x1.333320f7e4d32p-1"", ""0x1.666643fb60716p-1"", ""-0x1.99997a25273dap-4"", ""-0x1.99989ad1015a7p-1"", ""0x1.998f1d4d87338p-1""]","[""-0x1.a742bf2600000p-21"", ""-0x1.d9216acb00000p-21"", ""0x1.a62148ea00000p-22"", ""0x1.23b4e60100000p-21"", ""-0x1.13582fa880000p-20"", ""0x1.f74725c000000p-24"", ""0x1.fd91307e40000p-18"", ""-0x1.4f89824cc2000p-14""]","[""-0x1.a742bf2507823p-21"", ""-0x1.d9216acb69116p-21"", ""0x1.a62148eb0e179p-22"", ""0x1.23b4e6027eb90p-21"", ""-0x1.13582fa8a14a8p-20"", ""0x1.f74725be507d1p-24"", ""0x1.fd91307e7adfdp-18"", ""-0x1.4f89824cc50c6p-14""]",True
NONSYMMETRIC_D08_C06_E1eM16,NONSYMMETRIC,8,6,1e-16,238568259158462125,1000384.2787893633,1000384.2786893245,1.4977022743005106e-18,4.6501176647417796e-17,1.4982778095195504e-12,4.6519046060795936e-11,7.203264714343277e-11,4.8021764762288516e-11,1.3583659947055443e-11,RESOLUTION_LIMITED,"[""0x1.ccccccccccccdp-1"", ""-0x1.9999999999999p-3"", ""-0x1.3333333333334p-1"", ""-0x1.9999999999998p-2"", ""0x1.999999999999ap-3"", ""0x1.9999999999999p-1"", ""-0x1.9999999999998p-2"", ""-0x1.999999999999cp-3""]","[""0x1.cccccccccd09ap-1"", ""-0x1.999999999a50ap-3"", ""-0x1.3333333332e3ap-1"", ""-0x1.9999999999579p-2"", ""0x1.9999999997483p-3"", ""0x1.99999999983b1p-1"", ""-0x1.9999999988debp-2"", ""-0x1.99999998e9a2cp-3""]","[""0x1.e680000000000p-44"", ""-0x1.6e20000000000p-44"", ""0x1.3e80000000000p-43"", ""0x1.07c0000000000p-44"", ""-0x1.28b8000000000p-42"", ""-0x1.5e80000000000p-41"", ""0x1.0bad000000000p-38"", ""0x1.5fee000000000p-36""]","[""0x1.e6dff60ec7332p-44"", ""-0x1.6e0a06c3ff9e8p-44"", ""0x1.3e7e3463d0e43p-43"", ""0x1.081f459f27653p-44"", ""-0x1.28b44943f6634p-42"", ""-0x1.5e8cf9e752202p-41"", ""0x1.0bad40ed0836ap-38"", ""0x1.5fed97c097eeap-36""]",True
NONSYMMETRIC_D08_C06_E1eM15,NONSYMMETRIC,8,6,1e-15,9167886977579213811,1000256.5570182389,1000256.5560179766,2.499029436606906e-19,7.931363416702645e-18,2.499670580148278e-13,7.933398255780898e-12,1.3404016440348625e-11,8.187806203300858e-12,5.515547433457023e-10,OBSERVABLE,"[""0x1.9999999999999p-4"", ""0x1.6666666666667p-1"", ""-0x1.9999999999999p-3"", ""0x1.9999999999999p-3"", ""-0x1.9999999999998p-2"", ""-0x1.6666666666665p-1"", ""-0x1.999999999999dp-1"", ""-0x1.ccccccccccccep-1""]","[""0x1.999999994e406p-4"", ""0x1.6666666667da9p-1"", ""-0x1.99999999c712ap-3"", ""0x1.9999999949b83p-3"", ""-0x1.999999999bbaep-2"", ""-0x1.666666664b99bp-1"", ""-0x1.99999998fd9aap-1"", ""-0x1.ccccccc511b3ep-1""]","[""-0x1.2d64c00000000p-38"", ""0x1.7420000000000p-41"", ""-0x1.6bc8800000000p-38"", ""-0x1.3f85800000000p-37"", ""-0x1.10b0000000000p-41"", ""0x1.acca000000000p-37"", ""0x1.37fe600000000p-34"", ""0x1.eec6400000000p-31""]","[""-0x1.2d646634cfeb4p-38"", ""0x1.742cac7b62f49p-41"", ""-0x1.6bc8bba88dd72p-38"", ""-0x1.3f8552ec309c7p-37"", ""-0x1.10b2403d15865p-41"", ""0x1.accc885010064p-37"", ""0x1.37fd97472f684p-34"", ""0x1.eec63e2c023aep-31""]",True
NONSYMMETRIC_D08_C06_E1eM14,NONSYMMETRIC,8,6,1e-14,15362983648756837360,1000278.9155839502,1000278.9055816581,3.1265694387520087e-18,4.9712940656356345e-17,3.1274414877025598e-12,4.972680587545879e-11,8.103083457595986e-11,5.285868817684813e-11,3.918855846851828e-09,OBSERVABLE,"[""-0x1.6666666666666p-1"", ""-0x1.3333333333332p-1"", ""-0x1.3333333333333p-1"", ""0x1.999999999999bp-3"", ""0x1.999999999999bp-1"", ""0x1.9999999999999p-4"", ""-0x1.3333333333332p-2"", ""0x1.3333333333334p-1""]","[""-0x1.66666666ae3c3p-1"", ""-0x1.33333332f3dcdp-1"", ""-0x1.33333332f0276p-1"", ""0x1.9999999886ee1p-3"", ""0x1.999999998e5a4p-1"", ""0x1.99999998f95e5p-4"", ""-0x1.3333332e92a5dp-2"", ""0x1.333332ffa695cp-1""]","[""-0x1.1f57400000000p-35"", ""0x1.fab2800000000p-36"", ""0x1.0c2f400000000p-35"", ""-0x1.12aba00000000p-35"", ""-0x1.67ee000000000p-38"", ""-0x1.4076800000000p-37"", ""0x1.2823540000000p-32"", ""-0x1.9c64ec0000000p-28""]","[""-0x1.1f576d5e67a21p-35"", ""0x1.fab25d6410e36p-36"", ""0x1.0c2f80f8f114bp-35"", ""-0x1.12ab6a160fe22p-35"", ""-0x1.67e9059fce5acp-38"", ""-0x1.407667d8db25cp-37"", ""0x1.28235c44c0503p-32"", ""-0x1.9c64ebe365834p-28""]",True
NONSYMMETRIC_D08_C06_E1eM12,NONSYMMETRIC,8,6,1e-12,4117126953774991640,1000297.8550518928,1000296.8548273152,7.748265187897727e-21,3.264895448815418e-17,7.750573047827407e-15,3.2658646488967366e-11,4.7118537188010156e-11,3.2670827280043736e-11,5.560828721292115e-07,OBSERVABLE,"[""0x1.3333333333333p-2"", ""-0x1.0000000000000p-1"", ""-0x1.999999999999ap-2"", ""-0x1.999999999999ap-4"", ""-0x1.9999999999999p-3"", ""0x1.9999999999998p-1"", ""0x1.0000000000000p-1"", ""0x1.999999999999bp-1""]","[""0x1.3333333f14119p-2"", ""-0x1.000000481641bp-1"", ""-0x1.9999994f8ff3fp-2"", ""-0x1.99999765ce812p-4"", ""-0x1.999998808e58cp-3"", ""0x1.9999990d29303p-1"", ""0x1.fffffc5f486fep-2"", ""0x1.99997ec2d3a42p-1""]","[""0x1.7c1bcc0000000p-31"", ""-0x1.205906c000000p-27"", ""0x1.282696c000000p-28"", ""0x1.19e58c4000000p-27"", ""0x1.190b40d000000p-27"", ""-0x1.18e0d2a000000p-26"", ""-0x1.d05bc81000000p-25"", ""-0x1.ad6c5f5900000p-21""]","[""0x1.7c1bce3607c04p-31"", ""-0x1.205906b511801p-27"", ""0x1.282696a4816d6p-28"", ""0x1.19e58c3d3c58cp-27"", ""0x1.190b40bb16a95p-27"", ""-0x1.18e0d2cabb311p-26"", ""-0x1.d05bc80a4fc61p-25"", ""-0x1.ad6c5f56a522fp-21""]",True
NONSYMMETRIC_D08_C06_E1eM8,NONSYMMETRIC,8,6,1e-8,4638177383173944616,1000272.7137441371,990368.1555203949,5.0648179349609905e-18,1.584477525875231e-19,5.066199180449072e-12,1.5692160847648175e-13,9.56726900520898e-12,5.227157448408977e-12,0.004878822636462598,OBSERVABLE,"[""0x1.cccccccccccccp-1"", ""0x1.6666666666666p-1"", ""0x1.3333333333333p-2"", ""-0x1.999999999999cp-1"", ""-0x1.999999999999bp-4"", ""-0x1.999999999999bp-4"", ""-0x1.6666666666666p-1"", ""0x1.ccccccccccccdp-1""]","[""0x1.cccd3f9e56918p-1"", ""0x1.6660619e41a12p-1"", ""0x1.331bd5daa1217p-2"", ""-0x1.9992b76d9ded1p-1"", ""-0x1.999bffb2322b2p-4"", ""-0x1.99c14e2c796c1p-4"", ""-0x1.6616645021c34p-1"", ""0x1.c83d35214b04dp-1""]","[""0x1.cb46271300000p-19"", ""-0x1.8132093150000p-15"", ""-0x1.75d589211c000p-14"", ""0x1.b88afeeb2c000p-15"", ""-0x1.330c4c48b8000p-19"", ""-0x1.3da496fe93000p-15"", ""0x1.400859128c800p-11"", ""-0x1.23e5eae072000p-7""]","[""0x1.cb46271298391p-19"", ""-0x1.813209315401ep-15"", ""-0x1.75d589211c66cp-14"", ""0x1.b88afeeb241abp-15"", ""-0x1.330c4c48b949bp-19"", ""-0x1.3da496fe945d8p-15"", ""0x1.400859128c4ffp-11"", ""-0x1.23e5eae071feap-7""]",True
NONSYMMETRIC_D08_C08_E1eM16,NONSYMMETRIC,8,8,1e-16,15476274101243800514,100028666.74426499,100028665.74392338,2.595731568444197e-18,2.0765854942708533e-17,2.596475680848897e-10,2.077180767265671e-09,2.6541318215173967e-09,2.3368327677626706e-09,6.1848612603662895e-09,TRANSITION,"[""-0x1.9999999999999p-3"", ""-0x1.3333333333333p-2"", ""-0x1.9999999999999p-4"", ""-0x1.9999999999999p-4"", ""0x1.9999999999998p-3"", ""0x1.3333333333333p-1"", ""-0x1.0000000000001p-1"", ""-0x1.6666666666667p-1""]","[""-0x1.9999999985cc8p-3"", ""-0x1.33333332a9fa0p-2"", ""-0x1.9999999508df6p-4"", ""-0x1.9999999be544bp-4"", ""0x1.999999988464cp-3"", ""0x1.333333321605bp-1"", ""-0x1.fffffff6d0536p-2"", ""-0x1.6666662a3fa95p-1""]","[""0x1.3cd1000000000p-39"", ""0x1.1272600000000p-35"", ""0x1.242e8c0000000p-34"", ""-0x1.25d5900000000p-35"", ""-0x1.1534c00000000p-35"", ""-0x1.1d2d800000000p-33"", ""0x1.25f5980000000p-31"", ""0x1.e135e90000000p-28""]","[""0x1.3cd15d8d0ec21p-39"", ""0x1.127260dc78893p-35"", ""0x1.242e84faff957p-34"", ""-0x1.25d5909164cb9p-35"", ""-0x1.1534d88bc6b48p-35"", ""-0x1.1d2d7e1754c76p-33"", ""0x1.25f59ac41a61fp-31"", ""0x1.e135e84f65992p-28""]",True
NONSYMMETRIC_D08_C08_E1eM15,NONSYMMETRIC,8,8,1e-15,10580511436794185340,100016375.12126665,100016365.12137622,4.800016419347158e-17,4.802469398033062e-17,4.8008024509043485e-09,4.8032553510503676e-09,1.4501815913736822e-08,9.604062206972598e-09,2.6556427137991964e-08,TRANSITION,"[""0x1.9999999999998p-1"", ""0x1.9999999999999p-3"", ""0x1.999999999999bp-3"", ""0x1.ccccccccccccdp-1"", ""-0x1.ffffffffffffep-2"", ""0x1.0000000000001p-1"", ""0x1.3333333333334p-2"", ""0x1.999999999999bp-2""]","[""0x1.99999997ef79ep-1"", ""0x1.999999a6a36aep-3"", ""0x1.9999998ae63ebp-3"", ""0x1.cccccccb2d1fdp-1"", ""-0x1.0000000341eafp-1"", ""0x1.fffffffe54a82p-2"", ""0x1.3333330347b52p-2"", ""0x1.999996ea7c83fp-2""]","[""-0x1.aa1fa00000000p-33"", ""0x1.a13a2a0000000p-32"", ""-0x1.d66b600000000p-32"", ""-0x1.9fad000000000p-33"", ""-0x1.a0f5800000000p-32"", ""-0x1.ab58000000000p-34"", ""-0x1.7f5bf10000000p-29"", ""-0x1.578e8ae000000p-25""]","[""-0x1.aa1f961cfa0f5p-33"", ""0x1.a13a26e4971a1p-32"", ""-0x1.d66b59ae33c07p-32"", ""-0x1.9facf7634dc08p-33"", ""-0x1.a0f5764723cc0p-32"", ""-0x1.ab580ad302326p-34"", ""-0x1.7f5bf088f71adp-29"", ""-0x1.578e8adc9a511p-25""]",True
NONSYMMETRIC_D08_C08_E1eM14,NONSYMMETRIC,8,8,1e-14,5279057991999966420,100022323.72197713,100022223.7044952,9.324936451554849e-18,9.324938854619968e-18,9.327018133142165e-10,9.32701121017469e-10,2.366936254650078e-09,1.8654070931943285e-09,5.518904746909187e-07,OBSERVABLE,"[""-0x1.999999999999ap-3"", ""0x1.6666666666666p-1"", ""-0x1.3333333333334p-2"", ""0x1.3333333333333p-1"", ""0x1.3333333333332p-2"", ""0x1.9999999999998p-3"", ""0x1.999999999999bp-4"", ""0x1.6666666666666p-1""]","[""-0x1.99999a0d78212p-3"", ""0x1.6666668404985p-1"", ""-0x1.333332f7368a0p-2"", ""0x1.333333508bf80p-1"", ""0x1.333333a30709ep-2"", ""0x1.99999860588c0p-3"", ""0x1.999996ed41d82p-4"", ""0x1.66664ee8ca0f9p-1""]","[""-0x1.cf7a1e0000000p-29"", ""0x1.d9e31f0000000p-29"", ""0x1.dfe54a0000000p-29"", ""0x1.d58c4d0000000p-29"", ""0x1.bf4f5b0000000p-28"", ""-0x1.39410d8000000p-27"", ""-0x1.562be0c800000p-27"", ""-0x1.77d9c56d00000p-21""]","[""-0x1.cf7a1dec23b4bp-29"", ""0x1.d9e31f78e00cbp-29"", ""0x1.dfe549242043cp-29"", ""0x1.d58c4cedf9f02p-29"", ""0x1.bf4f5afe65500p-28"", ""-0x1.39410d9d3b725p-27"", ""-0x1.562be0b1b2ad8p-27"", ""-0x1.77d9c56da64fdp-21""]",True
NONSYMMETRIC_D08_C08_E1eM12,NONSYMMETRIC,8,8,1e-12,11126506733593128353,100032538.96376246,100022535.95765528,2.968113020512216e-17,2.9695622756405e-17,2.9690788225478184e-09,2.970231503759761e-09,8.749135153690877e-09,5.939299945464003e-09,1.4574870180769641e-05,OBSERVABLE,"[""0x1.9999999999999p-2"", ""0x1.999999999999ap-4"", ""-0x1.999999999999bp-4"", ""0x1.cccccccccccccp-1"", ""-0x1.9999999999999p-4"", ""0x1.6666666666666p-1"", ""0x1.999999999999ap-1"", ""-0x1.9999999999998p-3""]","[""0x1.999994a7f1a1ep-2"", ""0x1.9999a07a5433bp-4"", ""-0x1.9999b43968230p-4"", ""0x1.cccccefe172a2p-1"", ""-0x1.99997a7bc3a9ep-4"", ""0x1.66664f8b9da1cp-1"", ""0x1.99988d2c07eccp-1"", ""-0x1.998f291bdce04p-3""]","[""-0x1.3c69fdec00000p-24"", ""0x1.b82ea68400000p-26"", ""-0x1.a9fce89500000p-24"", ""0x1.18a52eb000000p-24"", ""0x1.f1dd5efb00000p-24"", ""-0x1.6dac8c4a00000p-21"", ""-0x1.0c6d91ace0000p-17"", ""0x1.4e0fb79728000p-16""]","[""-0x1.3c69fdeb56a6dp-24"", ""0x1.b82ea685af7e5p-26"", ""-0x1.a9fce896b4444p-24"", ""0x1.18a52eb72349fp-24"", ""0x1.f1dd5ef9d2bf2p-24"", ""-0x1.6dac8c48320ddp-21"", ""-0x1.0c6d91ace5695p-17"", ""0x1.4e0fb7972b074p-16""]",True
NONSYMMETRIC_D08_C08_E1eM8,NONSYMMETRIC,8,8,1e-8,8643252055699451114,100048770.45838456,50023771.74200107,1.6753730749695013e-18,5.430283093952523e-17,1.676190162378777e-10,2.716432427242289e-09,4.118283748299586e-09,2.835143453788278e-09,0.051360181640865504,OBSERVABLE,"[""-0x1.3333333333333p-1"", ""-0x1.999999999999bp-3"", ""0x1.3333333333333p-1"", ""-0x1.9999999999997p-4"", ""0x1.ccccccccccccap-1"", ""-0x1.9999999999999p-2"", ""0x1.3333333333335p-1"", ""-0x1.9999999999998p-4""]","[""-0x1.331cb37b077aap-1"", ""-0x1.9a9e234a1366dp-3"", ""0x1.33977a3bcedf5p-1"", ""-0x1.9855700825566p-4"", ""0x1.cc1129acf2068p-1"", ""-0x1.95972f29ae847p-2"", ""0x1.170f42978b8f7p-1"", ""-0x1.97698f69b0251p-5""]","[""0x1.67fb82bb89000p-13"", ""-0x1.0489b079cd200p-11"", ""0x1.911c226eb0800p-11"", ""0x1.4429917443100p-12"", ""-0x1.77463fb58c400p-10"", ""0x1.009a9bfac5480p-8"", ""-0x1.c23f09ba7a3e0p-5"", ""0x1.9bc9a3c9830dfp-5""]","[""0x1.67fb82bb8a60ep-13"", ""-0x1.0489b079cd307p-11"", ""0x1.911c226eb03d8p-11"", ""0x1.44299174431d5p-12"", ""-0x1.77463fb58c211p-10"", ""0x1.009a9bfac54ecp-8"", ""-0x1.c23f09ba7a3b0p-5"", ""0x1.9bc9a3c9830ddp-5""]",True
NONSYMMETRIC_D08_C10_E1eM16,NONSYMMETRIC,8,10,1e-16,10905083731053522153,10001951517.30612,10001941515.270235,8.852704748659715e-19,5.655413063190309e-17,8.854432447712987e-09,5.656514269886035e-07,7.856247395709519e-07,5.745057077602957e-07,5.133958932181713e-07,RESOLUTION_LIMITED,"[""0x1.3333333333334p-1"", ""-0x1.9999999999999p-4"", ""-0x1.3333333333333p-1"", ""-0x1.999999999999ap-2"", ""0x1.3333333333333p-2"", ""0x1.999999999999bp-3"", ""-0x1.3333333333333p-1"", ""0x1.6666666666666p-1""]","[""0x1.33333333ebd31p-1"", ""-0x1.99999aaece262p-4"", ""-0x1.33333352365dap-1"", ""-0x1.99999a15c8ab2p-2"", ""0x1.3333333bd0b8cp-2"", ""0x1.9999999e5fb5bp-3"", ""-0x1.3333316be42f1p-1"", ""0x1.66664ee97ab3bp-1""]","[""0x1.713fa00000000p-34"", ""-0x1.15348c9000000p-28"", ""-0x1.f032a70000000p-29"", ""-0x1.f0bc460000000p-28"", ""0x1.13b0b20000000p-31"", ""0x1.3187000000000p-33"", ""0x1.c74f042000000p-25"", ""-0x1.77cebb2b00000p-21""]","[""0x1.713f8c2032384p-34"", ""-0x1.15348c8a0e4a6p-28"", ""-0x1.f032a8348c952p-29"", ""-0x1.f0bc4693197e0p-28"", ""0x1.13b0b007f065ep-31"", ""0x1.3186fe9d1de14p-33"", ""0x1.c74f0404d4f7ep-25"", ""-0x1.77cebb2b93232p-21""]",True
NONSYMMETRIC_D08_C10_E1eM15,NONSYMMETRIC,8,10,1e-15,12947318123120723973,10002570341.328205,10002470336.471844,6.473073445485545e-23,1.6966717752119582e-17,6.474737246309481e-13,1.697091198240468e-07,2.2578391868267631e-07,1.6970958566474736e-07,3.042418994152027e-06,OBSERVABLE,"[""-0x1.3333333333333p-2"", ""0x1.9999999999998p-1"", ""0x1.9999999999999p-4"", ""-0x1.9999999999999p-4"", ""-0x1.6666666666666p-1"", ""0x1.9999999999998p-4"", ""0x1.3333333333333p-1"", ""-0x1.999999999999ap-2""]","[""-0x1.3333360deb286p-2"", ""0x1.99999a79dd3d4p-1"", ""0x1.9999a28b49d7fp-4"", ""-0x1.9999a2aef4055p-4"", ""-0x1.6666659b3a9cfp-1"", ""0x1.99998eac50682p-4"", ""0x1.33331f17d6d82p-1"", ""-0x1.99988d0443fe2p-2""]","[""-0x1.6d5bfa9800000p-25"", ""0x1.c087478000000p-26"", ""0x1.1e3607cc00000p-25"", ""-0x1.22ab4d7800000p-25"", ""0x1.965792e000000p-26"", ""-0x1.5da9262c00000p-25"", ""-0x1.41b5c5b100000p-21"", ""0x1.0c95559b80000p-18""]","[""-0x1.6d5bfa9de994ap-25"", ""0x1.c0874792fb93cp-26"", ""0x1.1e3607c86fe2dp-25"", ""-0x1.22ab4d77955b2p-25"", ""0x1.96579351d513ap-26"", ""-0x1.5da9262d65413p-25"", ""-0x1.41b5c5b27ad22p-21"", ""0x1.0c95559b6a368p-18""]",True
NONSYMMETRIC_D08_C10_E1eM14,NONSYMMETRIC,8,10,1e-14,8012215977230250822,10004655263.729568,10003654752.225548,5.1399605056344924e-17,6.425113794979743e-18,5.142355937186921e-07,6.427462427996609e-08,8.980859323001697e-07,5.785080043685224e-07,5.80780988314357e-05,OBSERVABLE,"[""0x1.3333333333333p-1"", ""0x1.6666666666666p-1"", ""0x1.999999999999ap-4"", ""0x1.0000000000001p-1"", ""0x1.3333333333331p-2"", ""0x1.9999999999999p-3"", ""0x1.3333333333333p-1"", ""-0x1.ccccccccccccbp-1""]","[""0x1.333334a2eac2dp-1"", ""0x1.666686a3f5d60p-1"", ""0x1.999a1ce460be7p-4"", ""0x1.00000db55e8cbp-1"", ""0x1.33336f59d72e0p-2"", ""0x1.999a09283ed96p-3"", ""0x1.3332698b9d5dap-1"", ""-0x1.ccc102bd1e8e1p-1""]","[""0x1.6fb78fa000000p-25"", ""0x1.01ec7b7d00000p-20"", ""0x1.06958e49a0000p-21"", ""0x1.b6abd19400000p-22"", ""0x1.e1351fd780000p-21"", ""0x1.be3a94ff40000p-21"", ""-0x1.934f2bab20000p-18"", ""0x1.7941f5c7d4000p-14""]","[""0x1.6fb78f9894e98p-25"", ""0x1.01ec7b7d38ce5p-20"", ""0x1.06958e49c7074p-21"", ""0x1.b6abd1982c68ep-22"", ""0x1.e1351fd5ddfddp-21"", ""0x1.be3a94ff2d339p-21"", ""-0x1.934f2bab360abp-18"", ""0x1.7941f5c7d800fp-14""]",True
NONSYMMETRIC_D08_C10_E1eM12,NONSYMMETRIC,8,10,1e-12,5548796162926088972,10001515612.965233,9902508123.614157,1.4164356787374244e-18,4.534233981397582e-17,1.4166503756343182e-08,4.4900308995525336e-07,8.139059544420816e-07,4.6301492027805023e-07,0.0012148294793779932,OBSERVABLE,"[""-0x1.6666666666667p-1"", ""-0x1.9999999999998p-4"", ""-0x1.ccccccccccccdp-1"", ""0x1.6666666666666p-1"", ""-0x1.3333333333334p-1"", ""0x1.0000000000001p-1"", ""-0x1.999999999999bp-1"", ""0x1.999999999999ap-3""]","[""-0x1.66686ef5b6031p-1"", ""-0x1.99a99e54271dap-4"", ""-0x1.cccaf6ad0ee18p-1"", ""0x1.66640022b8ea1p-1"", ""-0x1.333317cac1e06p-1"", ""0x1.fffe2afb27ae9p-2"", ""-0x1.992e41cf9f7adp-1"", ""0x1.958fbdd69562bp-3""]","[""-0x1.0447a7ce50000p-16"", ""-0x1.004ba8d842000p-16"", ""0x1.d61fbdeb50000p-17"", ""-0x1.3321d6be28000p-16"", ""0x1.b687152e00000p-21"", ""-0x1.d504d85190000p-18"", ""0x1.ad5f27e87b800p-11"", ""-0x1.0276f0c10dbc0p-9""]","[""-0x1.0447a7ce4aa54p-16"", ""-0x1.004ba8d842856p-16"", ""0x1.d61fbdeb58775p-17"", ""-0x1.3321d6be25800p-16"", ""0x1.b687152babc63p-21"", ""-0x1.d504d85173212p-18"", ""0x1.ad5f27e87afcdp-11"", ""-0x1.0276f0c10dbaep-9""]",True
NONSYMMETRIC_D08_C10_E1eM8,NONSYMMETRIC,8,10,1e-8,7114902211182750907,10000648128.037579,99023352.58587028,9.901697004047524e-21,2.524945559602462e-20,9.90233876177288e-11,2.500285744092673e-12,1.2597982923074494e-10,1.0118943388997036e-10,0.48336406840872,OBSERVABLE,"[""0x1.9999999999999p-4"", ""0x1.6666666666667p-1"", ""0x1.999999999999ap-4"", ""-0x1.6666666666666p-1"", ""0x1.3333333333333p-2"", ""0x1.3333333333332p-2"", ""-0x1.9999999999999p-4"", ""-0x1.3333333333332p-1""]","[""0x1.9adcaa25d96edp-4"", ""0x1.64939c7d129c0p-1"", ""0x1.8265ace4b07f3p-4"", ""-0x1.680be812ece56p-1"", ""0x1.2edf50e212122p-2"", ""0x1.142ff82591f49p-2"", ""-0x1.2acd7fb50cc23p-7"", ""-0x1.860a437369f5cp-8""]","[""0x1.43108c3fd5400p-12"", ""-0x1.d2c9e953ca700p-9"", ""-0x1.733ecb4e91a70p-8"", ""-0x1.a581ac867f000p-9"", ""-0x1.14f8944848440p-8"", ""-0x1.f033b0da13e90p-6"", ""0x1.743fe9a2f8015p-4"", ""0x1.30271eac4c5f3p-1""]","[""0x1.43108c3fd537ap-12"", ""-0x1.d2c9e953ca66ap-9"", ""-0x1.733ecb4e91a77p-8"", ""-0x1.a581ac867ee2ep-9"", ""-0x1.14f8944848430p-8"", ""-0x1.f033b0da13ea0p-6"", ""0x1.743fe9a2f8017p-4"", ""0x1.30271eac4c5f3p-1""]",True
